ROWNUM|ACCOUNTID|MERCHANT_NAME|MERCHANT_CATEGORY_CODE|MERCHANT_CATEGORY_DESC|MERCHANT_COUNTRY|POST_DATE|TRANSACTION_DATE|TRANSACTION_TYPE|CREDIT_DEBIT|CREDIT_LIMIT|AMOUNT|BALANCE|CREDITCARDNUMBER|CC_TYPE|USE_CASE|CUST_NAME|NUM_CCS|CUST_CITY|CUST_STATE|CUST_ZIP|CUST_COUNTRY|TRANS_DETAIL
79_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-06-12|2015-06-11|e-Check|C|7000|4|9|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
80_2016-02-01 22:08:53|10786175|Payment|2222|Non Customer Payment|US|2015-06-14|2015-06-13|ACH Payment|C|7000|7|16|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
81_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-06-15|2015-06-14|e-Check|C|7000|4|20|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
82_2016-02-01 22:08:53|10786175|Payment|2222|Non Customer Payment|US|2015-06-17|2015-06-16|e-Check|C|7000|7|27|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
83_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-06-19|2015-06-18|Paper Check|C|7000|17|44|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
84_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-06-21|2015-06-20|ACH Payment|C|7000|37|81|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
85_2016-02-01 22:08:53|10786175|Internet Federated|8241|Correspondence Schools|US|2015-06-23|2015-06-22|Purchase|D|7000|56|25|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
86_2016-02-01 22:08:53|10786175|Internet Virtual General|4457|Boat Rentals and Leases|US|2015-06-26|2015-06-25|Purchase|D|7000|10|15|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
87_2016-02-01 22:08:53|10786175|Digital Contract|3369|Car Rental|US|2015-06-28|2015-06-27|Cash Advance - ATM|D|7000|11|4|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
88_2016-02-01 22:08:53|10786175|Network Virtual|3168|Airlines|US|2015-06-29|2015-06-28|Purchase|D|7000|1|3|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
89_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-06-30|2015-06-29|Cash Payment|C|7000|3|6|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
90_2016-02-01 22:08:53|10786175|Application Construction Building|3435|Car Rental|US|2015-07-02|2015-07-01|Purchase|D|7000|4|2|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
91_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-07-04|2015-07-03|e-Check|C|7000|1|3|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
92_2016-02-01 22:08:53|10786175|Solutions Adventure|5978|Typewriter Stores|US|2015-07-07|2015-07-06|Interest|D|7000|3|0|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
93_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-07-08|2015-07-07|e-Check|C|7000|1380|1380|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
94_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-07-09|2015-07-08|e-Check|C|7000|863|2243|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
95_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-07-10|2015-07-09|Cash Payment|C|7000|696|2939|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
96_2016-02-01 22:08:53|10786175|Studio Telecom Analysis|5199|Nondurable Goods (Not Elsewhere Classified)|US|2015-07-11|2015-07-10|Purchase|D|7000|2806|133|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
97_2016-02-01 22:08:53|10786175|Building Pacific Innovation|3185|Airlines|US|2015-07-12|2015-07-11|Purchase|D|7000|5|128|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
98_2016-02-01 22:08:53|10786175|North People Hardware|5940|Bicycle Shops|US|2015-07-14|2015-07-13|Purchase|D|7000|106|22|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
99_2016-02-01 22:08:53|10786175|Interactive Resource|3033|Airlines|US|2015-07-17|2015-07-16|Purchase|D|7000|12|10|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
100_2016-02-01 22:08:53|10786175|Innovation Software Software|5598|Snowmobile Dealers|US|2015-07-20|2015-07-19|Purchase|D|7000|7|3|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
101_2016-02-01 22:08:53|10786175|Signal Star Hardware|3086|Airlines|US|2015-07-22|2015-07-21|Purchase|D|7000|2|1|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
102_2016-02-01 22:08:53|10786175|West Innovation Venture|3249|Airlines|US|2015-07-24|2015-07-23|Purchase|D|7000|1|0|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
103_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-07-26|2015-07-25|Cash Payment|C|7000|1539|1539|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
104_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-07-29|2015-07-28|e-Check|C|7000|44|1583|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
105_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-07-31|2015-07-30|ACH Payment|C|7000|125|1708|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
106_2016-02-01 22:08:53|10786175|Architecture Net Speed|3726|Hotels/Motels/Inns/Resorts|US|2015-08-01|2015-07-31|Interest|D|7000|974|734|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
107_2016-02-01 22:08:53|10786175|Federated Adventure Research|8641|Civic Social Fraternal Associations|US|2015-08-03|2015-08-02|Purchase|D|7000|467|267|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
108_2016-02-01 22:08:53|10786175|Solutions Design|3179|Airlines|US|2015-08-06|2015-08-05|Purchase|D|7000|261|6|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
109_2016-02-01 22:08:53|10786175|Vision Advanced Atlantic|7311|Advertising Services|US|2015-08-08|2015-08-07|Purchase|D|7000|6|0|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
110_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-08-10|2015-08-09|Wire Payment|C|7000|1362|1362|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
111_2016-02-01 22:08:53|10786175|Systems Pacific Alpha|3712|Hotels/Motels/Inns/Resorts|US|2015-08-11|2015-08-10|Purchase|D|7000|1147|215|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
112_2016-02-01 22:08:53|10786175|Net Industries|3256|Airlines|US|2015-08-14|2015-08-13|Cash Advance - ATM|D|7000|73|142|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
113_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-08-15|2015-08-14|Cash Payment|C|7000|85|227|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
114_2016-02-01 22:08:53|10786175|Virtual Signal|3777|Hotels/Motels/Inns/Resorts|US|2015-08-16|2015-08-15|Purchase|D|7000|36|191|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
115_2016-02-01 22:08:53|10786175|Solutions Research Advanced|2842|Specialty Cleaning|US|2015-08-17|2015-08-16|Purchase|D|7000|62|129|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
116_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-08-20|2015-08-19|ACH Payment|C|7000|36|165|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
117_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-08-23|2015-08-22|Cash Payment|C|7000|30|195|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
118_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-08-25|2015-08-24|Wire Payment|C|7000|6|201|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
119_2016-02-01 22:08:53|10786175|Payment|2222|Non Customer Payment|US|2015-08-27|2015-08-26|ACH Payment|C|7000|65|266|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
120_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-08-28|2015-08-27|e-Check|C|7000|117|383|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
121_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-08-29|2015-08-28|e-Check|C|7000|120|503|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
122_2016-02-01 22:08:53|10786175|Advanced Innovation|3187|Airlines|US|2015-09-01|2015-08-31|Purchase|D|7000|205|298|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
123_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-09-04|2015-09-03|ACH Payment|C|7000|29|327|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
124_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-09-05|2015-09-04|Paper Check|C|7000|14|341|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
125_2016-02-01 22:08:53|10786175|Frontier Contract Technology|5047|Medical Dental Ophthalmic and Hospital Equipment and Supplies|US|2015-09-07|2015-09-06|Purchase|D|7000|253|88|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
126_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-09-09|2015-09-08|e-Check|C|7000|57|145|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
127_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-09-10|2015-09-09|Cash Payment|C|7000|73|218|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
128_2016-02-01 22:08:53|10786175|Application Power Building|9222|Fines   Government Administrative Entities|US|2015-09-13|2015-09-12|Purchase|D|7000|141|77|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
129_2016-02-01 22:08:53|10786175|Network Alpha|1740|Masonry Stonework and Plaster|US|2015-09-14|2015-09-13|Purchase|D|7000|60|17|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
130_2016-02-01 22:08:53|10786175|Systems Atlantic Vision|3280|Airlines|US|2015-09-16|2015-09-15|Purchase|D|7000|6|11|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
131_2016-02-01 22:08:53|10786175|Advanced Adventure Graphics|3270|Airlines|US|2015-09-18|2015-09-17|Purchase|D|7000|9|2|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
132_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-09-19|2015-09-18|Cash Payment|C|7000|1|3|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
133_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-09-21|2015-09-20|Cash Payment|C|7000|2|5|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
134_2016-02-01 22:08:53|10786175|Contract Innovation Electronics|3192|Airlines|US|2015-09-24|2015-09-23|Purchase|D|7000|1|4|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
135_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-09-25|2015-09-24|Wire Payment|C|7000|1|5|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
136_2016-02-01 22:08:53|10786175|Building Net Application|3253|Airlines|US|2015-09-26|2015-09-25|Interest|D|7000|4|1|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
137_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-09-27|2015-09-26|e-Check|C|7000|1|2|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
138_2016-02-01 22:08:53|10786175|Signal Adventure Federated|5931|Used Merchandise and Secondhand Stores|US|2015-09-29|2015-09-28|Purchase|D|7000|1|1|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
139_2016-02-01 22:08:53|10786175|Interactive Building Design|3172|Airlines|US|2015-10-01|2015-09-30|Interest|D|7000|1|0|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
140_2016-02-01 22:08:53|10786175|Payment|1111|Customer Payment|US|2015-10-02|2015-10-01|Wire Payment|C|7000|2485|2485|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
141_2016-02-01 22:08:53|10786175|Power Net Future|5598|Snowmobile Dealers|US|2015-10-05|2015-10-04|Purchase|D|7000|2178|307|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
142_2016-02-01 22:08:53|10786175|Vision Power Federated|3363|Car Rental|US|2015-10-07|2015-10-06|Purchase|D|7000|276|31|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
143_2016-02-01 22:08:53|10786175|Electronic Digital Vision|5947|Gift Card Novelty and Souvenir Shops|US|2015-10-09|2015-10-08|Purchase|D|7000|17|14|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
144_2016-02-01 22:08:53|10786175|Customer Payment|1111|Customer Payment|US|2015-10-11|2015-10-10|Paper Check|C|7000|6986|7000|21202153408887823|discover|Use Case 6 - Green|Fumiko Glover|1|CHESAPEAKE|VA|23322|US|
0_2016-02-01 22:08:53|10786181|Graphics Resource|3044|Airlines|US|2015-01-04|2015-01-03|Purchase|D|4000|3353|647|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
1_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-01-05|2015-01-04|Reversal|C|4000|575|1222|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
2_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-01-06|2015-01-05|ACH Payment|C|4000|368|1590|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
3_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-01-07|2015-01-06|Paper Check|C|4000|269|1859|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
4_2016-02-01 22:08:53|10786181|Graphics Telecom|3756|Hotels/Motels/Inns/Resorts|US|2015-01-09|2015-01-08|Purchase|D|4000|1181|678|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
5_2016-02-01 22:08:53|10786181|Research Solutions Systems|5046|Commercial Equipment (Not Elsewhere Classified)|US|2015-01-12|2015-01-11|Purchase|D|4000|525|153|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
6_2016-02-01 22:08:53|10786181|Atlantic Medicine Power|3753|Hotels/Motels/Inns/Resorts|US|2015-01-13|2015-01-12|Purchase|D|4000|145|8|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
7_2016-02-01 22:08:53|10786181|Vision Research Consulting|5997|Electric Razor Stores|US|2015-01-16|2015-01-15|Purchase|D|4000|6|2|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
8_2016-02-01 22:08:53|10786181|Electronic Medicine|3026|Airlines|US|2015-01-17|2015-01-16|Purchase|D|4000|1|1|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
9_2016-02-01 22:08:53|10786181|Net General Power|5975|Hearing Aids Sales and Supplies|US|2015-01-19|2015-01-18|Purchase|D|4000|1|0|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
10_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-01-20|2015-01-19|Award|C|4000|922|922|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
11_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-01-23|2015-01-22|ATM Payment|C|4000|447|1369|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
12_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-01-25|2015-01-24|ACH Payment|C|4000|390|1759|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
13_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-01-27|2015-01-26|ATM Payment|C|4000|926|2685|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
14_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-01-30|2015-01-29|ATM Payment|C|4000|2114|4799|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
15_2016-02-01 22:08:53|10786181|Omega Application Telecom|3202|Airlines|US|2015-02-01|2015-01-31|Fee|D|4000|56|4743|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
16_2016-02-01 22:08:53|10786181|Systems Alpha Power|3065|Airlines|US|2015-02-02|2015-02-01|Purchase|D|4000|126|4617|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
17_2016-02-01 22:08:53|10786181|Systems Resource|3227|Airlines|US|2015-02-05|2015-02-04|Purchase|D|4000|527|4090|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
18_2016-02-01 22:08:53|10786181|Federated Venture Advanced|3365|Car Rental|US|2015-02-06|2015-02-05|Purchase|D|4000|16|4074|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
19_2016-02-01 22:08:53|10786181|Hill Digital People|3154|Airlines|US|2015-02-07|2015-02-06|Purchase|D|4000|38|4036|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
20_2016-02-01 22:08:53|10786181|Solutions East|3021|Airlines|US|2015-02-08|2015-02-07|Purchase|D|4000|13|4023|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
21_2016-02-01 22:08:53|10786181|Signal Federated Pacific|3711|Hotels/Motels/Inns/Resorts|US|2015-02-11|2015-02-10|Purchase|D|4000|18|4005|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
22_2016-02-01 22:08:53|10786181|Universal South People|3566|Hotels/Motels/Inns/Resorts|US|2015-02-12|2015-02-11|Purchase|D|4000|5|4000|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
23_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-02-15|2015-02-14|ACH Payment|C|4000|2906|6906|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
24_2016-02-01 22:08:53|10786181|Data Construction Vision|3419|Car Rental|US|2015-02-17|2015-02-16|Refund|D|4000|1620|5286|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
25_2016-02-01 22:08:53|10786181|Research Technology Advanced|3659|Hotels/Motels/Inns/Resorts|US|2015-02-19|2015-02-18|Purchase|D|4000|965|4321|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
26_2016-02-01 22:08:53|10786181|Digital Data|3548|Hotels/Motels/Inns/Resorts|US|2015-02-22|2015-02-21|Purchase|D|4000|223|4098|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
27_2016-02-01 22:08:53|10786181|Net People|2791|Typesetting Plate Making and Related Services|US|2015-02-25|2015-02-24|Purchase|D|4000|91|4007|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
28_2016-02-01 22:08:53|10786181|Construction Systems Vision|3424|Car Rental|US|2015-02-26|2015-02-25|Purchase|D|4000|1|4006|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
29_2016-02-01 22:08:53|10786181|Atlantic Signal Omega|3745|Hotels/Motels/Inns/Resorts|US|2015-03-01|2015-02-28|Purchase|D|4000|5|4001|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
30_2016-02-01 22:08:53|10786181|Data Research|3726|Hotels/Motels/Inns/Resorts|US|2015-03-02|2015-03-01|Purchase|D|4000|1|4000|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
31_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-03-04|2015-03-03|ACH Payment|C|4000|3130|7130|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
32_2016-02-01 22:08:53|10786181|Software Electronics Internet|3062|Airlines|US|2015-03-05|2015-03-04|Purchase|D|4000|627|6503|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
33_2016-02-01 22:08:53|10786181|Research Resource|3516|Hotels/Motels/Inns/Resorts|US|2015-03-08|2015-03-07|Purchase|D|4000|736|5767|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
34_2016-02-01 22:08:53|10786181|Future Hardware Hill|3736|Hotels/Motels/Inns/Resorts|US|2015-03-11|2015-03-10|Purchase|D|4000|900|4867|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
35_2016-02-01 22:08:53|10786181|Digital Industries Telecom|3186|Airlines|US|2015-03-12|2015-03-11|Purchase|D|4000|348|4519|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
36_2016-02-01 22:08:53|10786181|Application Future Net|7523|Parking Lots Garages|US|2015-03-14|2015-03-13|Purchase|D|4000|374|4145|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
37_2016-02-01 22:08:53|10786181|Omega Universal|3280|Airlines|US|2015-03-15|2015-03-14|Purchase|D|4000|119|4026|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
38_2016-02-01 22:08:53|10786181|General Solutions|3407|Car Rental|US|2015-03-17|2015-03-16|Purchase|D|4000|21|4005|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
39_2016-02-01 22:08:53|10786181|Resource West|3026|Airlines|US|2015-03-19|2015-03-18|Purchase|D|4000|2|4003|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
40_2016-02-01 22:08:53|10786181|Virtual Provider Construction|3084|Airlines|US|2015-03-21|2015-03-20|Purchase|D|4000|1|4002|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
41_2016-02-01 22:08:53|10786181|Frontier Virtual Source|3243|Airlines|US|2015-03-24|2015-03-23|Purchase|D|4000|1|4001|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
42_2016-02-01 22:08:53|10786181|Universal Atlantic Application|3275|Airlines|US|2015-03-27|2015-03-26|Purchase|D|4000|1|4000|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
43_2016-02-01 22:08:53|10786181|Payment|1111|Customer Payment|US|2015-03-29|2015-03-28|Paper Check|C|4000|2087|6087|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
44_2016-02-01 22:08:53|10786181|Solutions Source Advanced|3699|Hotels/Motels/Inns/Resorts|US|2015-03-31|2015-03-30|Purchase|D|4000|1651|4436|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
45_2016-02-01 22:08:53|10786181|Power Pacific Technology|3294|Airlines|US|2015-04-01|2015-03-31|Purchase|D|4000|71|4365|73902153408881955|mastercard|Use Case 1.0 - Green|Doshie Jaskolski DDS|4|ANOKA|MN|55303|US|
